,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip
9151,PARKLAND MEDICAL CENTER,NH,1.0813,19.9,18.4,3038
9152,PARKLAND MEDICAL CENTER,NH,1.0813,19.9,18.4,3038
9153,PARKLAND MEDICAL CENTER,NH,1.0232,21.3,20.8,3038
9154,PARKLAND MEDICAL CENTER,NH,1.0232,21.3,20.8,3038
9155,PARKLAND MEDICAL CENTER,NH,1.0232,21.3,20.8,3038
9156,SOUTHERN NH MEDICAL CENTER,NH,0.9374,14.8,15.8,3060
9157,SOUTHERN NH MEDICAL CENTER,NH,0.9374,14.8,15.8,3060
9158,SOUTHERN NH MEDICAL CENTER,NH,1.007,15.2,15.1,3060
9159,SOUTHERN NH MEDICAL CENTER,NH,1.007,15.2,15.1,3060
9160,SOUTHERN NH MEDICAL CENTER,NH,1.0087,19.5,19.3,3060
9161,SOUTHERN NH MEDICAL CENTER,NH,1.0087,19.5,19.3,3060
9162,SOUTHERN NH MEDICAL CENTER,NH,1.0569,4.7,4.4,3060
9163,SOUTHERN NH MEDICAL CENTER,NH,1.0569,4.7,4.4,3060
9164,SOUTHERN NH MEDICAL CENTER,NH,1.0036,21.8,21.8,3060
9165,SOUTHERN NH MEDICAL CENTER,NH,1.0036,21.8,21.8,3060
9166,FAITH REGIONAL HEALTH SERVICES,NE,0.9819,13.6,13.9,68701
9167,FAITH REGIONAL HEALTH SERVICES,NE,0.9819,13.6,13.9,68701
9168,FAITH REGIONAL HEALTH SERVICES,NE,0.9618,16.7,17.4,68701
9169,FAITH REGIONAL HEALTH SERVICES,NE,0.9618,16.7,17.4,68701
9170,FAITH REGIONAL HEALTH SERVICES,NE,0.9562,11.7,12.2,68701
9171,FAITH REGIONAL HEALTH SERVICES,NE,0.9562,11.7,12.2,68701
9172,FAITH REGIONAL HEALTH SERVICES,NE,0.8926,17.7,19.8,68701
9173,FAITH REGIONAL HEALTH SERVICES,NE,0.8926,17.7,19.8,68701
9174,FAITH REGIONAL HEALTH SERVICES,NE,1.0905,18.1,16.6,68701
9175,FAITH REGIONAL HEALTH SERVICES,NE,1.0905,18.1,16.6,68701
9176,FAITH REGIONAL HEALTH SERVICES,NE,0.7463,3.6,4.9,68701
9177,FAITH REGIONAL HEALTH SERVICES,NE,0.7463,3.6,4.9,68701
9178,NORTHERN NEVADA MEDICAL CENTER,NV,1.0358,15.8,15.3,89434
9179,NORTHERN NEVADA MEDICAL CENTER,NV,1.0358,15.8,15.3,89434
9180,NORTHERN NEVADA MEDICAL CENTER,NV,1.1095,23.9,21.6,89434
9181,NORTHERN NEVADA MEDICAL CENTER,NV,1.1095,23.9,21.6,89434
9182,NORTHERN NEVADA MEDICAL CENTER,NV,0.9683,17.0,17.5,89434
9183,NORTHERN NEVADA MEDICAL CENTER,NV,0.9683,17.0,17.5,89434
9184,NORTHERN NEVADA MEDICAL CENTER,NV,1.142,4.6,4.1,89434
9185,NORTHERN NEVADA MEDICAL CENTER,NV,1.142,4.6,4.1,89434
9186,NORTHERN NEVADA MEDICAL CENTER,NV,1.0922,16.3,15.0,89434
9187,NORTHERN NEVADA MEDICAL CENTER,NV,1.0922,16.3,15.0,89434
9188,ST ANTHONY'S MEDICAL CENTER,MO,1.1385,18.9,16.6,63128
9189,ST ANTHONY'S MEDICAL CENTER,MO,1.1138,15.0,13.5,63128
9190,ST ANTHONY'S MEDICAL CENTER,MO,1.004,4.6,4.6,63128
9191,ST ANTHONY'S MEDICAL CENTER,MO,1.0244,15.0,14.7,63128
9192,ST ANTHONY'S MEDICAL CENTER,MO,1.0388,22.0,21.1,63128
9193,ST ANTHONY'S MEDICAL CENTER,MO,1.1123,22.2,20.0,63128
9194,NORTH OAK REGIONAL MEDICAL CENTER,MS,1.1154,16.9,15.1,38668
9195,NORTH OAK REGIONAL MEDICAL CENTER,MS,1.0046,18.3,18.2,38668
9196,NORTH OAK REGIONAL MEDICAL CENTER,MS,1.0075,19.9,19.8,38668
9197,ODESSA REGIONAL MEDICAL CENTER,TX,0.951,12.6,13.3,79761
9198,ODESSA REGIONAL MEDICAL CENTER,TX,0.951,12.6,13.3,79761
9199,ODESSA REGIONAL MEDICAL CENTER,TX,0.9878,20.3,20.5,79761
9200,ODESSA REGIONAL MEDICAL CENTER,TX,0.9878,20.3,20.5,79761
9201,ODESSA REGIONAL MEDICAL CENTER,TX,1.0139,16.2,15.9,79761
9202,ODESSA REGIONAL MEDICAL CENTER,TX,1.0139,16.2,15.9,79761
9203,ODESSA REGIONAL MEDICAL CENTER,TX,1.0625,15.9,15.0,79761
9204,ODESSA REGIONAL MEDICAL CENTER,TX,1.0625,15.9,15.0,79761
9205,ODESSA REGIONAL MEDICAL CENTER,TX,0.8248,3.4,4.1,79761
9206,ODESSA REGIONAL MEDICAL CENTER,TX,0.8248,3.4,4.1,79761
9207,ODESSA REGIONAL MEDICAL CENTER,TX,0.9146,16.1,17.6,79761
9208,ODESSA REGIONAL MEDICAL CENTER,TX,0.9146,16.1,17.6,79761
9209,VALLEY REGIONAL MEDICAL CENTER,TX,1.0698,18.8,17.6,78526
9210,VALLEY REGIONAL MEDICAL CENTER,TX,1.0729,16.2,15.1,78526
9211,VALLEY REGIONAL MEDICAL CENTER,TX,0.983,4.8,4.8,78526
9212,VALLEY REGIONAL MEDICAL CENTER,TX,1.0589,18.9,17.8,78526
9213,VALLEY REGIONAL MEDICAL CENTER,TX,1.0618,21.1,19.8,78526
9214,VALLEY REGIONAL MEDICAL CENTER,TX,0.9761,22.0,22.6,78526
9215,WESTCHESTER MEDICAL CENTER,NY,1.2265,17.3,14.1,10595
9216,WESTCHESTER MEDICAL CENTER,NY,1.0568,19.5,18.5,10595
9217,WESTCHESTER MEDICAL CENTER,NY,0.9592,15.5,16.2,10595
9218,WESTCHESTER MEDICAL CENTER,NY,0.9814,20.8,21.2,10595
9219,WESTCHESTER MEDICAL CENTER,NY,1.0283,5.4,5.3,10595
9220,WESTCHESTER MEDICAL CENTER,NY,1.0582,22.3,21.0,10595
9221,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9207,13.1,14.2,79045
9222,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9207,13.1,14.2,79045
9223,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9207,13.1,14.2,79045
9224,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9207,13.1,14.2,79045
9225,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9585,18.3,19.1,79045
9226,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9585,18.3,19.1,79045
9227,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9585,18.3,19.1,79045
9228,HEREFORD REGIONAL MEDICAL CENTER,TX,0.9585,18.3,19.1,79045
9229,SOMERSET HOSPITAL,PA,1.0014,17.9,17.9,15501
9230,SOMERSET HOSPITAL,PA,0.9884,20.3,20.5,15501
9231,SOMERSET HOSPITAL,PA,0.9722,22.3,23.0,15501
9232,SOMERSET HOSPITAL,PA,0.9652,3.9,4.0,15501
9233,SOMERSET HOSPITAL,PA,0.9828,17.6,17.9,15501
9234,ST JOHN MEDICAL CENTER,OH,1.0411,18.0,17.3,44145
9235,ST JOHN MEDICAL CENTER,OH,1.0386,4.6,4.5,44145
9236,ST JOHN MEDICAL CENTER,OH,1.021,19.8,19.4,44145
9237,ST JOHN MEDICAL CENTER,OH,0.9575,22.1,23.0,44145
9238,ST JOHN MEDICAL CENTER,OH,0.9382,16.5,17.6,44145
9239,SENTARA ALBEMARLE MEDICAL CENTER,NC,1.0445,19.6,18.8,27909
9240,SENTARA ALBEMARLE MEDICAL CENTER,NC,1.0445,19.6,18.8,27906
9241,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9155,15.6,17.0,27909
9242,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9155,15.6,17.0,27906
9243,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9071,14.7,16.2,27909
9244,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9071,14.7,16.2,27906
9245,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9367,4.4,4.7,27909
9246,SENTARA ALBEMARLE MEDICAL CENTER,NC,0.9367,4.4,4.7,27906
9247,SENTARA ALBEMARLE MEDICAL CENTER,NC,1.088,24.8,22.8,27909
9248,SENTARA ALBEMARLE MEDICAL CENTER,NC,1.088,24.8,22.8,27906
9249,INTEGRIS HEALTH EDMOND,OK,0.9971,18.2,18.3,73034
9250,INTEGRIS HEALTH EDMOND,OK,1.0519,14.7,14.0,73034
9251,INTEGRIS HEALTH EDMOND,OK,0.9916,15.3,15.4,73034
9252,INTEGRIS HEALTH EDMOND,OK,0.9766,20.0,20.5,73034
9253,INTEGRIS HEALTH EDMOND,OK,1.0734,4.2,3.9,73034
9254,LINCOLN MEDICAL CENTER,TN,1.0102,18.7,18.5,37334
9255,LINCOLN MEDICAL CENTER,TN,1.0102,18.7,18.5,37334
9256,LINCOLN MEDICAL CENTER,TN,0.9356,18.7,20.0,37334
9257,LINCOLN MEDICAL CENTER,TN,0.9356,18.7,20.0,37334
9258,LINCOLN MEDICAL CENTER,TN,0.9766,3.0,3.1,37334
9259,LINCOLN MEDICAL CENTER,TN,0.9766,3.0,3.1,37334
9260,LINCOLN MEDICAL CENTER,TN,0.9615,15.0,15.6,37334
9261,LINCOLN MEDICAL CENTER,TN,0.9615,15.0,15.6,37334
9262,WASHINGTON HEALTH SYSTEM GREENE,PA,0.9634,16.2,16.8,15370
9263,WASHINGTON HEALTH SYSTEM GREENE,PA,1.0278,19.3,18.8,15370
9264,WASHINGTON HEALTH SYSTEM GREENE,PA,0.9859,20.8,21.1,15370
9265,OHIO VALLEY GENERAL HOSPITAL,PA,1.0604,20.4,19.2,15136
9266,OHIO VALLEY GENERAL HOSPITAL,PA,0.9341,3.8,4.1,15136
9267,OHIO VALLEY GENERAL HOSPITAL,PA,0.9797,17.4,17.7,15136
9268,OHIO VALLEY GENERAL HOSPITAL,PA,0.9461,14.7,15.6,15136
9269,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.0549,22.7,21.5,13204
9270,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.0549,22.7,21.5,13088
9271,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.0071,20.4,20.2,13204
9272,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.0071,20.4,20.2,13088
9273,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.9164,14.5,15.8,13204
9274,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.9164,14.5,15.8,13088
9275,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.1734,19.8,16.9,13204
9276,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,1.1734,19.8,16.9,13088
9277,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.7969,11.1,14.0,13204
9278,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.7969,11.1,14.0,13088
9279,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.9871,4.2,4.3,13204
9280,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,0.9871,4.2,4.3,13088
9281,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,0.9385,17.1,18.3,11772
9282,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,0.9385,17.1,18.3,11772
9283,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,0.9385,17.1,18.3,11713
9284,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0673,22.6,21.1,11772
9285,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0673,22.6,21.1,11772
9286,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0673,22.6,21.1,11713
9287,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0589,20.0,18.9,11772
9288,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0589,20.0,18.9,11772
9289,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0589,20.0,18.9,11713
9290,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0302,24.4,23.6,11772
9291,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0302,24.4,23.6,11772
9292,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0302,24.4,23.6,11713
9293,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0189,5.9,5.8,11772
9294,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0189,5.9,5.8,11772
9295,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,1.0189,5.9,5.8,11713
9296,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,0.7095,9.4,13.2,57108
9297,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,0.8713,17.8,20.4,57108
9298,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,0.803,10.3,12.9,57108
9299,SUMMA HEALTH SYSTEM,OH,1.015,20.6,20.3,44304
9300,SUMMA HEALTH SYSTEM,OH,1.015,20.6,20.3,44304
9301,SUMMA HEALTH SYSTEM,OH,1.0136,22.3,22.0,44304
9302,SUMMA HEALTH SYSTEM,OH,1.0136,22.3,22.0,44304
9303,SUMMA HEALTH SYSTEM,OH,0.9097,4.6,5.1,44304
9304,SUMMA HEALTH SYSTEM,OH,0.9097,4.6,5.1,44304
9305,SUMMA HEALTH SYSTEM,OH,1.1518,18.3,15.9,44304
9306,SUMMA HEALTH SYSTEM,OH,1.1518,18.3,15.9,44304
9307,SUMMA HEALTH SYSTEM,OH,1.0479,14.8,14.1,44304
9308,SUMMA HEALTH SYSTEM,OH,1.0479,14.8,14.1,44304
9309,SUMMA HEALTH SYSTEM,OH,1.0378,18.6,17.9,44304
9310,SUMMA HEALTH SYSTEM,OH,1.0378,18.6,17.9,44304
9311,HAMILTON GENERAL HOSPITAL,TX,0.9217,16.9,18.4,76531
9312,HAMILTON GENERAL HOSPITAL,TX,0.9217,16.9,18.4,76531
9313,HAMILTON GENERAL HOSPITAL,TX,1.0163,15.0,14.7,76531
9314,HAMILTON GENERAL HOSPITAL,TX,1.0163,15.0,14.7,76531
9315,HAMILTON GENERAL HOSPITAL,TX,1.0364,20.6,19.8,76531
9316,HAMILTON GENERAL HOSPITAL,TX,1.0364,20.6,19.8,76531
9317,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,1.0253,15.9,15.5,28117
9318,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,1.0839,4.2,3.9,28117
9319,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,0.9733,15.8,16.3,28117
9320,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,0.9929,17.3,17.4,28117
9321,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,0.9509,20.1,21.1,28117
9322,CARTERET GENERAL HOSPITAL,NC,1.0742,20.5,19.1,28557
9323,CARTERET GENERAL HOSPITAL,NC,0.9762,17.6,18.0,28557
9324,CARTERET GENERAL HOSPITAL,NC,0.9938,22.0,22.1,28557
9325,CARTERET GENERAL HOSPITAL,NC,1.0421,4.2,4.0,28557
9326,CARTERET GENERAL HOSPITAL,NC,0.9768,16.2,16.6,28557
9327,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,0.9589,15.1,15.7,38019
9328,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,0.9176,15.0,16.4,38019
9329,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,0.9934,20.4,20.5,38019
9330,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,0.9412,15.4,16.4,97045
9331,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,1.0174,19.5,19.1,97045
9332,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,1.0023,3.8,3.8,97045
9333,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,0.9535,12.9,13.5,97045
9334,WAYNE MEDICAL CENTER,TN,0.9885,20.8,21.0,38485
9335,WAYNE MEDICAL CENTER,TN,0.9113,19.3,21.2,38485
9336,WAYNE MEDICAL CENTER,TN,1.0086,16.8,16.6,38485
9337,GLEN COVE HOSPITAL,NY,1.0954,23.1,21.1,11542
9338,GLEN COVE HOSPITAL,NY,1.0791,16.6,15.4,11542
9339,GLEN COVE HOSPITAL,NY,0.9343,18.0,19.3,11542
9340,GLEN COVE HOSPITAL,NY,0.954,4.6,4.8,11542
9341,GLEN COVE HOSPITAL,NY,1.0596,21.8,20.6,11542
9342,WEST PENN HOSPITAL,PA,1.0042,4.5,4.5,15224
9343,WEST PENN HOSPITAL,PA,1.0042,4.5,4.5,15224
9344,WEST PENN HOSPITAL,PA,1.0016,16.8,16.7,15224
9345,WEST PENN HOSPITAL,PA,1.0016,16.8,16.7,15224
9346,WEST PENN HOSPITAL,PA,0.9241,18.9,20.4,15224
9347,WEST PENN HOSPITAL,PA,0.9241,18.9,20.4,15224
9348,WEST PENN HOSPITAL,PA,0.9613,17.1,17.8,15224
9349,WEST PENN HOSPITAL,PA,0.9613,17.1,17.8,15224
9350,WEST PENN HOSPITAL,PA,1.0076,17.9,17.8,15224
9351,WEST PENN HOSPITAL,PA,1.0076,17.9,17.8,15224
9352,WEST PENN HOSPITAL,PA,1.0564,16.7,15.8,15224
9353,WEST PENN HOSPITAL,PA,1.0564,16.7,15.8,15224
9354,UPMC NORTHWEST,PA,1.0954,20.5,18.7,16346
9355,UPMC NORTHWEST,PA,1.0081,19.1,18.9,16346
9356,UPMC NORTHWEST,PA,1.0146,19.4,19.1,16346
9357,UPMC NORTHWEST,PA,0.9458,20.7,21.8,16346
9358,UPMC NORTHWEST,PA,0.9542,4.5,4.7,16346
9359,KELL WEST REGIONAL HOSPITAL,TX,1.0953,4.9,4.5,76310
9360,KELL WEST REGIONAL HOSPITAL,TX,0.9885,13.7,13.9,76310
9361,MARY RUTAN HOSPITAL,OH,1.0168,21.0,20.7,43311
9362,MARY RUTAN HOSPITAL,OH,1.0168,21.0,20.7,43078
9363,MARY RUTAN HOSPITAL,OH,0.9944,18.2,18.3,43311
9364,MARY RUTAN HOSPITAL,OH,0.9944,18.2,18.3,43078
9365,MARY RUTAN HOSPITAL,OH,0.8935,13.5,15.1,43311
9366,MARY RUTAN HOSPITAL,OH,0.8935,13.5,15.1,43078
9367,MARY RUTAN HOSPITAL,OH,0.9378,5.0,5.4,43311
9368,MARY RUTAN HOSPITAL,OH,0.9378,5.0,5.4,43078
9369,GRADY MEMORIAL HOSPITAL,OH,0.9969,17.4,17.4,43015
9370,GRADY MEMORIAL HOSPITAL,OH,0.925,20.1,21.8,43015
9371,GRADY MEMORIAL HOSPITAL,OH,1.0145,5.6,5.5,43015
9372,GRADY MEMORIAL HOSPITAL,OH,1.0132,19.7,19.4,43015
9373,TRIDENT MEDICAL CENTER,SC,1.0804,22.8,21.1,29406
9374,TRIDENT MEDICAL CENTER,SC,1.0804,22.8,21.1,29418
9375,TRIDENT MEDICAL CENTER,SC,1.0235,4.3,4.2,29406
9376,TRIDENT MEDICAL CENTER,SC,1.0235,4.3,4.2,29418
9377,TRIDENT MEDICAL CENTER,SC,1.0146,15.0,14.8,29406
9378,TRIDENT MEDICAL CENTER,SC,1.0146,15.0,14.8,29418
9379,TRIDENT MEDICAL CENTER,SC,0.9815,13.7,13.9,29406
9380,TRIDENT MEDICAL CENTER,SC,0.9815,13.7,13.9,29418
9381,TRIDENT MEDICAL CENTER,SC,1.1323,18.5,16.3,29406
9382,TRIDENT MEDICAL CENTER,SC,1.1323,18.5,16.3,29418
9383,TRIDENT MEDICAL CENTER,SC,1.1088,20.1,18.2,29406
9384,TRIDENT MEDICAL CENTER,SC,1.1088,20.1,18.2,29418
9385,AIKEN REGIONAL MEDICAL CENTER,SC,1.5648,7.7,4.9,29801
9386,AIKEN REGIONAL MEDICAL CENTER,SC,0.9232,12.7,13.8,29801
9387,AIKEN REGIONAL MEDICAL CENTER,SC,1.049,21.4,20.4,29801
9388,AIKEN REGIONAL MEDICAL CENTER,SC,0.954,18.0,18.9,29801
9389,AIKEN REGIONAL MEDICAL CENTER,SC,0.9311,14.9,16.0,29801
9390,CAROLINAS HOSPITAL SYSTEM,SC,1.0396,17.8,17.1,29505
9391,CAROLINAS HOSPITAL SYSTEM,SC,1.0552,4.5,4.3,29505
9392,CAROLINAS HOSPITAL SYSTEM,SC,1.0771,14.9,13.9,29505
9393,CAROLINAS HOSPITAL SYSTEM,SC,1.127,24.9,22.1,29505
9394,CAROLINAS HOSPITAL SYSTEM,SC,1.0624,19.7,18.6,29505
9395,CAROLINAS HOSPITAL SYSTEM,SC,1.1056,19.3,17.5,29505
9396,HOUSTON COUNTY COMMUNITY HOSPITAL,TN,0.9696,17.3,17.9,37061
9397,HOUSTON COUNTY COMMUNITY HOSPITAL,TN,0.9961,14.4,14.5,37061
9398,HOUSTON COUNTY COMMUNITY HOSPITAL,TN,1.0784,18.5,17.2,37061
9399,MERCY HEALTH - WEST HOSPITAL,OH,1.1166,20.6,18.4,45211
9400,MERCY HEALTH - WEST HOSPITAL,OH,0.9591,15.4,16.1,45211
9401,MERCY HEALTH - WEST HOSPITAL,OH,1.2468,5.9,4.8,45211
9402,MERCY HEALTH - WEST HOSPITAL,OH,1.0329,17.1,16.5,45211
9403,MERCY HEALTH - WEST HOSPITAL,OH,0.9397,19.6,20.8,45211
9404,MERCY HEALTH - WEST HOSPITAL,OH,0.8643,12.0,13.8,45211
9405,MERCY HOSPITAL CLERMONT,OH,1.066,4.7,4.4,45103
9406,MERCY HOSPITAL CLERMONT,OH,0.9949,18.4,18.5,45103
9407,MERCY HOSPITAL CLERMONT,OH,1.0893,19.2,17.6,45103
9408,MERCY HOSPITAL CLERMONT,OH,1.0453,21.1,20.2,45103
9409,MERCY HOSPITAL CLERMONT,OH,0.9699,20.8,21.5,45103
9410,WILKES REGIONAL MEDICAL CENTER,NC,1.1224,18.8,16.7,28659
9411,WILKES REGIONAL MEDICAL CENTER,NC,1.0893,4.2,3.8,28659
9412,WILKES REGIONAL MEDICAL CENTER,NC,1.12,22.3,19.9,28659
9413,WILKES REGIONAL MEDICAL CENTER,NC,1.1536,24.1,20.9,28659
9414,CHRISTUS SPOHN HOSPITAL ALICE,TX,0.9644,17.1,17.7,78332
9415,CHRISTUS SPOHN HOSPITAL ALICE,TX,0.9061,20.5,22.6,78332
9416,CHRISTUS SPOHN HOSPITAL ALICE,TX,0.9274,19.3,20.8,78332
9417,MEMORIAL HOSPITAL,OH,0.9612,19.3,20.1,43040
9418,MEMORIAL HOSPITAL,OH,0.9397,16.1,17.1,43040
9419,MEMORIAL HOSPITAL,OH,0.9104,17.6,19.4,43040
9420,MEMORIAL HOSPITAL,OH,0.9935,4.2,4.2,43040
9421,MEMORIAL HOSPITAL,OH,0.9028,15.9,17.6,43040
9422,MEMORIAL HOSPITAL,OH,1.1279,24.1,21.3,43040
9423,MEMORIAL HOSPITAL,OH,0.9558,4.2,4.4,43040
9424,MEMORIAL HOSPITAL,OH,0.9849,15.2,15.5,43040
9425,MEMORIAL HOSPITAL,OH,0.928,14.9,16.0,43040
9426,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,0.9724,18.7,19.2,77479
9427,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,0.8488,3.7,4.4,77479
9428,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,1.0608,21.8,20.6,77479
9429,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,0.945,15.7,16.7,77479
9430,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,0.949,17.0,17.9,77479
9431,MCBRIDE ORTHOPEDIC HOSPITAL,OK,0.8427,3.6,4.2,73114
9432,CRYSTAL CLINIC ORTHOPAEDIC CENTER,OH,0.9361,4.0,4.3,44333
9433,CRYSTAL CLINIC ORTHOPAEDIC CENTER,OH,0.9361,4.0,4.3,44310
9434,GROVE CITY MEDICAL CENTER,PA,0.9242,14.6,15.8,16127
9435,GROVE CITY MEDICAL CENTER,PA,0.9911,20.6,20.8,16127
9436,GROVE CITY MEDICAL CENTER,PA,0.9509,17.7,18.6,16127
9437,GROVE CITY MEDICAL CENTER,PA,0.9643,5.0,5.1,16127
9438,AVERA ST LUKES,SD,0.869,19.6,22.5,57401
9439,AVERA ST LUKES,SD,0.9886,17.1,17.3,57401
9440,AVERA ST LUKES,SD,0.8915,17.1,19.2,57401
9441,AVERA ST LUKES,SD,0.8446,4.6,5.4,57401
9442,AVERA ST LUKES,SD,0.8226,15.0,18.2,57401
9443,INSPIRA MEDICAL CENTER WOODBURY,NJ,0.9748,19.4,19.9,8096
9444,INSPIRA MEDICAL CENTER WOODBURY,NJ,0.9651,15.1,15.7,8096
9445,INSPIRA MEDICAL CENTER WOODBURY,NJ,1.0254,16.0,15.6,8096
9446,INSPIRA MEDICAL CENTER WOODBURY,NJ,1.0336,20.0,19.3,8096
9447,INSPIRA MEDICAL CENTER WOODBURY,NJ,1.1524,6.0,5.2,8096
9448,ROLLING PLAINS MEMORIAL HOSPITAL,TX,0.8878,14.6,16.5,79556
9449,ROLLING PLAINS MEMORIAL HOSPITAL,TX,1.0004,18.7,18.7,79556
9450,ROLLING PLAINS MEMORIAL HOSPITAL,TX,1.0827,23.8,22.0,79556
9451,WILLIAMSON MEMORIAL HOSPITAL,WV,1.008,18.5,18.3,25661
9452,WILLIAMSON MEMORIAL HOSPITAL,WV,1.0799,21.1,19.6,25661
9453,WILLIAMSON MEMORIAL HOSPITAL,WV,1.0096,21.9,21.7,25661
9454,WARREN MEMORIAL HOSPITAL,VA,0.9326,18.0,19.3,22630
9455,WARREN MEMORIAL HOSPITAL,VA,0.9326,18.0,19.3,22630
9456,WARREN MEMORIAL HOSPITAL,VA,0.9911,4.5,4.5,22630
9457,WARREN MEMORIAL HOSPITAL,VA,0.9911,4.5,4.5,22630
9458,WARREN MEMORIAL HOSPITAL,VA,0.9579,15.0,15.6,22630
9459,WARREN MEMORIAL HOSPITAL,VA,0.9579,15.0,15.6,22630
9460,WARREN MEMORIAL HOSPITAL,VA,0.9189,19.2,20.9,22630
9461,WARREN MEMORIAL HOSPITAL,VA,0.9189,19.2,20.9,22630
9462,UNITED MEMORIAL MEDICAL CENTER,NY,1.0561,5.6,5.3,14020
9463,UNITED MEMORIAL MEDICAL CENTER,NY,1.0954,22.7,20.8,14020
9464,UNITED MEMORIAL MEDICAL CENTER,NY,0.9373,15.1,16.2,14020
9465,UNITED MEMORIAL MEDICAL CENTER,NY,1.0436,20.9,20.1,14020
9466,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,0.9148,16.4,17.9,24151
9467,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,0.8766,13.6,15.5,24151
9468,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,0.9226,18.6,20.1,24151
9469,EASTERN LONG ISLAND HOSPITAL,NY,0.9336,17.4,18.7,11944
9470,EASTERN LONG ISLAND HOSPITAL,NY,0.9336,17.4,18.7,11944
9471,EASTERN LONG ISLAND HOSPITAL,NY,0.8959,13.3,14.9,11944
9472,EASTERN LONG ISLAND HOSPITAL,NY,0.8959,13.3,14.9,11944
9473,EASTERN LONG ISLAND HOSPITAL,NY,1.0312,18.7,18.2,11944
9474,EASTERN LONG ISLAND HOSPITAL,NY,1.0312,18.7,18.2,11944
9475,LOVELACE WOMEN'S HOSPITAL,NM,0.9998,18.6,18.6,87109
9476,LOVELACE WOMEN'S HOSPITAL,NM,0.9998,18.6,18.6,87109
