,hospital_name,provider_number,state,readmission_ratio,predicted_rate,expected_rate
18785,LOWER BUCKS HOSPITAL,390070,PA,1.079,18.4,17.0
18787,BERWICK HOSPITAL CENTER,390072,PA,1.0492,16.9,16.1
18788,SAINT THOMAS MIDTOWN HOSPITAL,440133,TN,0.8193,12.7,15.5
18789,SAINT THOMAS MIDTOWN HOSPITAL,440133,TN,0.769,10.5,13.7
18792,TRISTAR SUMMIT MEDICAL CENTER,440150,TN,1.0256,21.3,20.8
18793,SUMMA WESTERN RESERVE HOSPITAL,360150,OH,1.1288,17.5,15.5
18794,AFFINITY MEDICAL CENTER,360151,OH,0.9977,20.4,20.5
18795,DOCTORS HOSPITAL,360152,OH,1.0526,5.0,4.7
18796,MEMORIAL HOSPITAL,360156,OH,0.9849,15.2,15.5
18797,MEMORIAL HOSPITAL,360156,OH,0.928,14.9,16.0
18798,ST JOSEPH WARREN HOSPITAL,360161,OH,0.9966,22.6,22.7
18800,BERGER HOSPITAL,360170,OH,0.9753,18.8,19.3
18801,MERCY REGIONAL MEDICAL CENTER,360172,OH,1.0519,22.3,21.2
18802,CLINTON MEMORIAL HOSPITAL,360175,OH,1.055,22.4,21.3
18803,CLINTON MEMORIAL HOSPITAL,360175,OH,0.9364,3.8,4.0
18804,CLEVELAND CLINIC,360180,OH,1.0299,17.5,16.9
18806,LEGACY MOUNT HOOD MEDICAL CENTER,380025,OR,0.9564,18.1,19.0
18807,SACRED HEART UNIVERSITY DISTRICT,380033,OR,1.0211,13.5,13.2
18809,PROVIDENCE NEWBERG MEDICAL CENTER,380037,OR,0.9854,20.4,20.7
18810,PROVIDENCE NEWBERG MEDICAL CENTER,380037,OR,0.9156,13.4,14.7
18811,ST CHARLES BEND,380047,OR,0.911,11.7,12.9
18812,SKY LAKES MEDICAL CENTER,380050,OR,0.9905,13.4,13.6
18813,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",380052,OR,0.9513,19.4,20.3
18814,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",380052,OR,0.9885,19.8,20.0
18818,TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,0.9312,3.9,4.2
18819,PARKWEST MEDICAL CENTER,440173,TN,0.9961,15.0,15.1
18820,PARKWEST MEDICAL CENTER,440173,TN,1.0699,23.2,21.7
18822,INDIAN PATH MEDICAL CENTER,440176,TN,1.2,4.9,4.1
18823,METHODIST RICHARDSON MEDICAL CENTER,450537,TX,0.9036,18.6,20.6
18824,METHODIST RICHARDSON MEDICAL CENTER,450537,TX,0.9474,16.3,17.2
18825,COVENANT HOSPITAL PLAINVIEW,450539,TX,0.9814,19.2,19.6
18826,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,450563,TX,0.9762,12.6,12.9
18827,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,450563,TX,1.0337,4.5,4.4
18828,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,450563,TX,0.9307,14.7,15.7
18829,BUTLER MEMORIAL HOSPITAL,390168,PA,0.7474,3.3,4.4
18830,INDIANA REGIONAL MEDICAL CENTER,390173,PA,1.0229,21.1,20.6
18831,INDIANA REGIONAL MEDICAL CENTER,390173,PA,1.1161,4.7,4.2
18832,THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,PA,1.1274,15.8,14.1
18833,UPMC HORIZON,390178,PA,0.9898,17.3,17.5
18834,CHESTER COUNTY HOSPITAL,390179,PA,0.9044,15.1,16.7
18835,CROZER CHESTER MEDICAL CENTER,390180,PA,0.9459,4.1,4.3
18838,TYLER MEMORIAL HOSPITAL,390192,PA,0.9944,21.0,21.1
18839,MAIN LINE HOSPITAL LANKENAU,390195,PA,0.7706,3.6,4.6
18840,PUNXSUTAWNEY AREA HOSPITAL,390199,PA,0.9936,4.5,4.5
18841,PROVIDENCE MEDFORD MEDICAL CENTER,380075,OR,0.9904,15.2,15.4
18842,BLOUNT MEMORIAL HOSPITAL,440011,TN,1.0582,18.1,17.1
18843,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,0.9981,16.0,16.0
18844,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,1.039,13.9,13.4
18845,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,0.9493,4.3,4.5
18846,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,440016,TN,1.0169,16.4,16.1
18847,WELLMONT HOLSTON VALLEY MEDICAL CENTER,440017,TN,1.0767,23.4,21.7
18850,WILLIAMSON MEDICAL CENTER,440029,TN,1.0067,18.2,18.0
18851,SHANNON MEDICAL CENTER,450571,TX,0.9111,16.3,17.9
18852,SHANNON MEDICAL CENTER,450571,TX,0.8344,16.9,20.2
18853,SHANNON MEDICAL CENTER,450571,TX,0.9344,14.2,15.2
18855,CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,0.9638,19.6,20.3
18857,BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,0.9996,20.9,21.0
18858,BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,0.908,14.3,15.8
18859,LAKE GRANBURY MEDICAL CENTER,450596,TX,0.9343,4.4,4.7
18861,HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,0.9103,15.9,17.4
18863,MIAMI VALLEY HOSPITAL,360051,OH,0.9314,4.1,4.4
18864,MIAMI VALLEY HOSPITAL,360051,OH,0.9483,15.7,16.6
18865,GOOD SAMARITAN HOSPITAL,360052,OH,1.0076,16.7,16.5
18867,HOLZER MEDICAL CENTER,360054,OH,1.0008,17.9,17.9
18868,"STEWARD TRUMBULL MEMORIAL HOSPITAL, INC",360055,OH,1.0151,14.3,14.1
18869,"ST FRANCIS HOSPITAL, ROSLYN",330182,NY,1.0422,22.0,21.1
18870,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,0.8915,4.8,5.3
18872,GLENS FALLS HOSPITAL,330191,NY,0.9837,21.6,22.0
18873,GLENS FALLS HOSPITAL,330191,NY,0.9263,15.9,17.1
18874,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,1.0041,21.4,21.3
18875,MAIMONIDES MEDICAL CENTER,330194,NY,0.8868,16.4,18.5
18876,MAIMONIDES MEDICAL CENTER,330194,NY,0.9629,19.5,20.3
18877,CONEY ISLAND HOSPITAL,330196,NY,1.0416,22.5,21.6
18878,CANTON-POTSDAM HOSPITAL,330197,NY,0.9237,18.0,19.5
18879,SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,1.0607,18.0,17.0
18880,ROANE MEDICAL CENTER,440031,TN,1.1212,23.2,20.7
18881,METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,1.035,15.1,14.6
18882,METHODIST MEDICAL CENTER OF OAK RIDGE,440034,TN,1.0054,19.6,19.5
18883,TENNOVA HEALTHCARE-CLARKSVILLE,440035,TN,1.052,16.4,15.6
18884,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,0.9485,15.2,16.0
18885,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,1.0065,20.7,20.5
18886,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,1.0355,4.6,4.4
18887,CHRISTUS SANTA ROSA HOSPITAL,450237,TX,0.8561,18.4,21.4
18888,CHRISTUS SANTA ROSA HOSPITAL,450237,TX,0.943,4.0,4.3
18891,WISE REGIONAL HEALTH SYSTEM,450271,TX,1.0225,21.5,21.0
18892,WISE REGIONAL HEALTH SYSTEM,450271,TX,0.9159,16.0,17.4
18894,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,450280,TX,0.9543,15.7,16.4
18895,HARRIS HEALTH SYSTEM,450289,TX,0.9969,15.7,15.7
18898,ST ELIZABETH YOUNGSTOWN HOSPITAL,360064,OH,1.0365,16.5,16.0
18899,ST ELIZABETH YOUNGSTOWN HOSPITAL,360064,OH,1.1058,23.0,20.8
18900,TOLEDO HOSPITAL THE,360068,OH,0.9106,20.6,22.6
18901,FLOWER HOSPITAL,360074,OH,0.9699,19.9,20.5
18902,ATRIUM MEDICAL CENTER,360076,OH,0.8167,4.0,4.9
18903,UPMC ALTOONA,390073,PA,0.981,22.6,23.0
18905,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,0.9878,12.1,12.3
18906,KINGWOOD MEDICAL CENTER,450775,TX,1.0357,18.8,18.2
18907,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,0.9185,17.6,19.1
18908,"CORPUS CHRISTI MEDICAL CENTER,THE",450788,TX,0.8494,15.8,18.6
18911,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,0.9871,15.2,15.4
18913,COLLEGE STATION MEDICAL CENTER,450299,TX,0.9154,15.3,16.7
18915,OAKBEND MEDICAL CENTER,450330,TX,1.0315,15.7,15.2
18918,SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,0.9511,13.9,14.6
18919,SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,1.0189,16.8,16.5
18920,BAPTIST BEAUMONT HOSPITAL,450346,TX,1.0986,14.1,12.9
18925,NOVANT HEALTH MATTHEWS MEDICAL CENTER,340171,NC,1.2001,4.9,4.1
18926,NOVANT HEALTH MATTHEWS MEDICAL CENTER,340171,NC,0.8684,14.3,16.5
18927,"WAKEMED, CARY HOSPITAL",340173,NC,0.9651,17.8,18.5
18928,JEANES HOSPITAL,390080,PA,1.0173,20.7,20.4
18929,PENN HIGHLANDS DUBOIS,390086,PA,1.011,14.2,14.1
18930,WEST PENN HOSPITAL,390090,PA,1.0564,16.7,15.8
18931,UPMC NORTHWEST,390091,PA,0.9542,4.5,4.7
18933,ST JOSEPH MEDICAL CENTER,390096,PA,0.9996,22.9,23.0
18934,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,390097,PA,1.0441,4.9,4.7
18935,LANCASTER GENERAL HOSPITAL,390100,PA,0.717,15.0,20.9
18936,LANCASTER GENERAL HOSPITAL,390100,PA,0.8401,13.0,15.5
18937,UPMC ST MARGARET,390102,PA,0.9821,21.5,21.9
18940,HOUSTON METHODIST SUGARLAND HOSPITAL,450820,TX,1.0274,4.7,4.5
18941,UH GEAUGA MEDICAL CENTER,360192,OH,0.9615,21.7,22.6
18942,UH GEAUGA MEDICAL CENTER,360192,OH,0.955,18.0,18.8
18945,HILLCREST HOSPITAL,360230,OH,0.9748,16.2,16.6
18946,PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,1.1261,19.1,17.0
18947,SELF REGIONAL HEALTHCARE,420071,SC,0.8354,3.8,4.5
18948,LEXINGTON MEDICAL CENTER,420073,SC,0.9617,13.5,14.0
18949,GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,0.9491,18.8,19.8
18950,HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,0.9419,10.9,11.5
18951,AIKEN REGIONAL MEDICAL CENTER,420082,SC,0.9311,14.9,16.0
18952,MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,0.9496,19.5,20.6
18953,GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,1.0311,19.5,18.9
18954,PALMETTO HEALTH BAPTIST,420086,SC,1.0029,20.8,20.8
18955,CAROLINAS HOSPITAL SYSTEM,420091,SC,1.1056,19.3,17.5
18956,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,0.9471,20.5,21.7
18958,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,340183,NC,0.954,15.6,16.4
18959,HAYWOOD REGIONAL MEDICAL CENTER,340184,NC,0.9386,15.8,16.8
18960,HAYWOOD REGIONAL MEDICAL CENTER,340184,NC,0.9687,19.0,19.6
18963,CHI ST ALEXIUS HEALTH BISMARCK,350002,ND,0.8196,13.7,16.7
18964,TRINITY HOSPITALS,350006,ND,1.0726,20.2,18.8
18965,TRINITY HOSPITALS,350006,ND,0.8165,4.0,4.9
18966,SANFORD MEDICAL CENTER BISMARCK,350015,ND,0.9369,4.3,4.6
18967,PROVIDENCE MILWAUKIE HOSPITAL,380082,OR,1.2672,4.7,3.7
18968,LEGACY MERIDIAN PARK MEDICAL CENTER,380089,OR,0.9439,13.3,14.1
18969,LEGACY MERIDIAN PARK MEDICAL CENTER,380089,OR,0.9846,17.9,18.1
18971,BAY AREA HOSPITAL,380090,OR,0.9868,17.7,18.0
18972,SACRED HEART MEDICAL CENTER - RIVERBEND,380102,OR,0.9028,3.6,4.0
18975,ST FRANCIS HOSPITAL,440183,TN,0.9855,15.9,16.1
18976,ST FRANCIS HOSPITAL,440183,TN,1.0516,20.5,19.5
18977,FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,0.9595,19.0,19.8
18980,TENNOVA HEALTHCARE-REGIONAL JACKSON,440189,TN,1.0415,4.9,4.7
18981,SAINT THOMAS HIGHLANDS HOSPITAL,440192,TN,0.9639,20.2,21.0
18982,TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,1.0154,15.2,15.0
18983,TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,1.0311,20.9,20.3
18984,TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,1.0672,15.9,14.9
18986,TRISTAR STONECREST MEDICAL CENTER,440227,TN,1.0588,16.9,15.9
18989,HOUSTON COUNTY COMMUNITY HOSPITAL,440232,TN,1.0784,18.5,17.2
18990,MERCY HEALTH - WEST HOSPITAL,360234,OH,0.8643,12.0,13.8
18997,SHARON REGIONAL HEALTH SYSTEM,390211,PA,1.1009,21.2,19.2
18998,SHARON REGIONAL HEALTH SYSTEM,390211,PA,1.0095,21.9,21.7
18999,JENNERSVILLE REGIONAL HOSPITAL,390220,PA,1.0776,16.0,14.8
19000,WELLSPAN EPHRATA COMMUNITY HOSPITAL,390225,PA,0.9436,17.9,18.9
19001,WELLSPAN EPHRATA COMMUNITY HOSPITAL,390225,PA,0.8764,18.7,21.3
19002,COASTAL CAROLINA HOSPITAL,420101,SC,1.0861,17.9,16.5
19003,GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,0.7787,3.1,4.0
19004,EAST TEXAS MEDICAL CENTER,450083,TX,1.0161,22.1,21.8
19006,GRAHAM REGIONAL MEDICAL CENTER,450085,TX,1.0375,15.4,14.8
19007,FORT DUNCAN MEDICAL CENTER,450092,TX,0.8669,16.6,19.2
19009,PAMPA REGIONAL MEDICAL CENTER,450099,TX,0.9072,17.8,19.6
19010,CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,1.0157,15.3,15.0
19011,CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,0.8995,4.5,5.0
19013,GEISINGER-BLOOMSBURG HOSPITAL,390003,PA,0.9211,3.9,4.2
19014,HOLY SPIRIT HOSPITAL,390004,PA,0.9932,16.6,16.7
19015,SAINT VINCENT HOSPITAL,390009,PA,0.9092,11.3,12.4
19016,LANSDALE HOSPITAL,390012,PA,0.9432,15.6,16.6
19017,LANSDALE HOSPITAL,390012,PA,0.961,19.2,20.0
19018,EVANGELICAL COMMUNITY HOSPITAL,390013,PA,1.0033,14.9,14.9
19019,PALMERTON HOSPITAL,390019,PA,0.9333,18.8,20.2
19020,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,0.9415,12.6,13.4
19021,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,0.964,21.4,22.2
19022,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,1.0427,24.0,23.0
19023,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,TN,0.8812,4.2,4.7
19024,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,TX,0.8765,14.6,16.7
19025,CLEAR LAKE REGIONAL MEDICAL CENTER,450617,TX,0.9849,5.6,5.7
19027,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,450639,TX,1.0309,15.4,14.9
19028,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,450639,TX,0.9173,19.0,20.8
19029,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,450639,TX,1.1102,5.8,5.2
19031,DOCTORS HOSPITAL OF LAREDO,450643,TX,0.9118,12.6,13.8
19032,DOCTORS HOSPITAL OF LAREDO,450643,TX,0.9707,5.4,5.6
19033,WEST HOUSTON MEDICAL CENTER,450644,TX,0.9112,19.3,21.2
19034,MEDICAL CENTER OF PLANO,450651,TX,1.0867,16.1,14.8
19035,MEDICAL CENTER OF PLANO,450651,TX,0.9899,13.5,13.6
19037,NACOGDOCHES MEDICAL CENTER,450656,TX,1.0549,14.7,13.9
19039,PENNSYLVANIA HOSPITAL,390226,PA,0.9471,16.2,17.1
19040,ST CLAIR HOSPITAL,390228,PA,1.1286,20.5,18.2
19041,REGIONAL HOSPITAL OF SCRANTON,390237,PA,0.9857,14.8,15.0
19042,REGIONAL HOSPITAL OF SCRANTON,390237,PA,1.1773,15.7,13.4
19043,REGIONAL HOSPITAL OF SCRANTON,390237,PA,0.9657,17.8,18.4
19044,MILTON S HERSHEY MEDICAL CENTER,390256,PA,0.9102,17.8,19.6
19045,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,1.2173,6.7,5.5
19046,CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,0.981,21.1,21.5
19047,NYU HOSPITALS CENTER,330214,NY,0.8769,4.1,4.7
19049,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,1.0794,5.1,4.7
19050,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,1.0433,15.5,14.9
19052,CALDWELL MEMORIAL HOSPITAL,340041,NC,0.983,16.7,17.0
19054,NORTH CAROLINA SPECIALTY HOSPITAL,340049,NC,0.9418,3.7,3.9
19055,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,340053,NC,0.8409,3.7,4.4
19056,MOREHEAD MEMORIAL HOSPITAL,340060,NC,1.1442,18.0,15.7
19057,UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,NC,1.0655,23.8,22.4
19058,WILKES REGIONAL MEDICAL CENTER,340064,NC,1.12,22.3,19.9
19059,WILKES REGIONAL MEDICAL CENTER,340064,NC,1.1536,24.1,20.9
19061,"WAKEMED, RALEIGH CAMPUS",340069,NC,0.9122,19.7,21.6
19062,TAKOMA REGIONAL HOSPITAL,440050,TN,1.044,4.3,4.1
19064,CLAIBORNE MEDICAL CENTER,440057,TN,1.0388,22.2,21.3
19065,CLAIBORNE MEDICAL CENTER,440057,TN,0.9952,18.1,18.2
19066,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,440058,TN,1.035,16.1,15.5
19067,COOKEVILLE REGIONAL MEDICAL CENTER,440059,TN,0.9899,15.5,15.6
19068,JOHNSON CITY MEDICAL CENTER,440063,TN,1.1019,21.3,19.3
19069,LAKEWAY REGIONAL HOSPITAL,440067,TN,1.0414,21.2,20.4
19070,LAKEWAY REGIONAL HOSPITAL,440067,TN,1.0541,19.7,18.7
19071,HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,1.0586,17.4,16.4
19072,FREESTONE MEDICAL CENTER,450658,TX,1.0014,20.3,20.3
19074,PARK PLAZA HOSPITAL,450659,TX,0.9598,19.2,20.0
19076,EAST OHIO REGIONAL HOSPITAL,360080,OH,1.0919,5.3,4.9
19077,EUCLID HOSPITAL,360082,OH,0.9776,21.8,22.3
19078,AULTMAN HOSPITAL,360084,OH,1.2828,16.7,13.0
19079,SPRINGFIELD REGIONAL MEDICAL CENTER,360086,OH,1.0771,14.1,13.1
19080,LUTHERAN HOSPITAL,360087,OH,1.0478,21.2,20.2
19081,ST LUKE'S HOSPITAL,360090,OH,0.9493,14.8,15.5
19082,MEDINA HOSPITAL,360091,OH,0.9295,20.1,21.6
19083,MEDINA HOSPITAL,360091,OH,1.119,4.8,4.3
19084,ERIE COUNTY MEDICAL CENTER,330219,NY,1.0414,23.4,22.4
19087,BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,1.043,23.3,22.3
19090,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,1.0466,20.5,19.6
19091,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,0.9769,18.4,18.8
19092,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,340075,NC,1.0304,18.3,17.8
19095,HILLCREST HOSPITAL SOUTH,370202,OK,0.9395,21.4,22.8
19101,"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,1.0729,19.4,18.0
19102,HUNT REGIONAL MEDICAL CENTER,450352,TX,1.0536,17.3,16.4
19103,CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,0.9803,16.4,16.7
19104,CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,0.9761,4.0,4.1
19105,CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,0.8976,12.0,13.4
19106,METHODIST HOSPITAL,450388,TX,1.0609,16.9,16.0
19109,MEDICAL CENTER OF MCKINNEY,450403,TX,1.0633,18.1,17.0
19111,EASTLAND MEMORIAL HOSPITAL,450411,TX,0.9285,17.0,18.3
19112,EASTLAND MEMORIAL HOSPITAL,450411,TX,0.9783,16.6,17.0
19113,ALTRU HOSPITAL,350019,ND,0.858,11.9,13.9
19114,ALTRU HOSPITAL,350019,ND,1.0173,18.6,18.3
19115,ALTRU HOSPITAL,350019,ND,0.9254,15.4,16.7
19117,UPMC PASSAVANT,390107,PA,0.954,20.1,21.1
19118,HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,0.9582,15.8,16.5
19119,MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,0.949,17.0,17.9
19121,"SAINT FRANCIS HOSPITAL SOUTH, LLC",370218,OK,1.0086,3.9,3.8
19123,MCLEOD LORIS  HOSPITAL,420105,SC,0.8882,16.4,18.4
19124,PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,0.9456,18.8,19.9
19127,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,360002,OH,0.9018,18.4,20.4
19128,RIVERSIDE METHODIST HOSPITAL,360006,OH,0.8551,12.6,14.7
19129,RIVERSIDE METHODIST HOSPITAL,360006,OH,0.9648,19.3,20.0
19130,SOUTHERN OHIO MEDICAL CENTER,360008,OH,0.9587,13.4,13.9
19131,SOUTHERN OHIO MEDICAL CENTER,360008,OH,1.0905,24.7,22.6
19132,UNION HOSPITAL,360010,OH,1.0447,23.0,22.0
19133,"JEWISH HOSPITAL, LLC",360016,OH,0.8742,11.0,12.6
19134,POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,0.9313,4.7,5.0
19135,POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,1.1222,18.6,16.6
19136,PHOENIXVILLE HOSPITAL,390127,PA,1.0201,17.8,17.5
19137,CONEMAUGH MINERS MEDICAL CENTER,390130,PA,1.0225,20.9,20.4
19138,KENMORE MERCY HOSPITAL,330102,NY,1.0492,20.3,19.3
19139,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,1.1659,19.8,17.0
19140,PECONIC BAY MEDICAL CENTER,330107,NY,1.132,25.8,22.8
19141,PECONIC BAY MEDICAL CENTER,330107,NY,1.1586,20.5,17.7
19142,"ST JOSEPH'S HOSPITAL, INC",330108,NY,1.0781,17.2,15.9
19145,ONEIDA HEALTHCARE,330115,NY,1.0496,15.5,14.7
19146,LENOX HILL HOSPITAL,330119,NY,0.9902,15.6,15.8
19147,MERCY HOSPITAL OF DEFIANCE,360270,OH,0.9746,20.5,21.0
19149,ST ELIZABETH BOARDMAN HEALTH CENTER,360276,OH,1.0125,4.7,4.6
19150,DUBLIN METHODIST HOSPITAL,360348,OH,0.9813,19.9,20.3
19153,SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,0.9094,4.0,4.4
19154,"WEST CHESTER HOSPITAL, LLC",360354,OH,1.1678,25.6,21.9
19155,SOIN MEDICAL CENTER,360360,OH,1.1943,26.0,21.7
19157,JEFFERSON HOSPITAL,390265,PA,1.0256,21.8,21.2
19158,AVERA SACRED HEART HOSPITAL,430012,SD,1.1234,4.5,4.0
19159,AVERA ST LUKES,430014,SD,0.8226,15.0,18.2
19160,REGIONAL HEALTH RAPID CITY HOSPITAL,430077,SD,0.9056,12.0,13.2
19161,REGIONAL HEALTH RAPID CITY HOSPITAL,430077,SD,1.0345,6.7,6.5
19162,MIDLAND MEMORIAL HOSPITAL,450133,TX,0.9411,12.5,13.2
19163,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,0.9728,17.8,18.3
19165,DETAR HEALTHCARE SYSTEM,450147,TX,0.9965,15.7,15.7
19166,SAINT BARNABAS MEDICAL CENTER,310076,NJ,1.0478,17.1,16.4
19167,INSPIRA MEDICAL CENTER WOODBURY,310081,NJ,1.1524,6.0,5.2
19168,EAST ORANGE GENERAL HOSPITAL,310083,NJ,1.0592,21.6,20.4
19169,MEMORIAL HOSPITAL OF SALEM COUNTY,310091,NJ,1.0168,20.3,20.0
19170,CAPITAL HEALTH SYSTEM-FULD CAMPUS,310092,NJ,1.1318,21.9,19.4
19175,UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,0.9693,16.8,17.3
19176,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,1.0102,5.2,5.2
19177,METHODIST DALLAS MEDICAL CENTER,450051,TX,1.0549,18.4,17.5
19178,SCOTT & WHITE MEDICAL CENTER - TEMPLE,450054,TX,1.0389,24.0,23.1
19179,ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,1.0004,18.7,18.7
19180,ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,1.0827,23.8,22.0
19181,BAPTIST MEDICAL CENTER,450058,TX,0.8866,19.2,21.6
19183,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,1.0352,22.6,21.9
19184,MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,TX,1.0472,17.2,16.4
19187,TITUS REGIONAL MEDICAL CENTER,450080,TX,0.9419,3.7,3.9
19189,WETZEL COUNTY HOSPITAL,510072,WV,0.9557,19.3,20.2
19190,WILLIAMSON MEMORIAL HOSPITAL,510077,WV,1.0096,21.9,21.7
19194,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,520002,WI,1.0029,4.3,4.3
19195,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,520004,WI,1.0109,18.6,18.4
19196,SACRED HEART HOSPITAL,520013,WI,1.0372,4.8,4.6
19197,ST JOSEPHS HOSPITAL,520017,WI,0.9635,16.6,17.3
19199,MARY IMMACULATE HOSPITAL,490041,VA,0.993,19.1,19.2
19200,CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,0.9787,17.2,17.6
19201,INOVA LOUDOUN HOSPITAL,490043,VA,0.9911,21.3,21.5
19204,"BAY AREA REGIONAL MEDICAL CENTER, LLC",670096,TX,1.0324,16.4,15.9
19209,ALBANY MEMORIAL HOSPITAL,330003,NY,0.9876,18.7,18.9
19210,ALBANY MEMORIAL HOSPITAL,330003,NY,0.898,14.5,16.1
19212,KALEIDA HEALTH,330005,NY,1.045,22.3,21.4
19214,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,1.0901,19.6,18.0
19216,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,1.094,22.9,20.9
19217,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,1.0876,17.9,16.5
19218,ALBANY MEDICAL CENTER HOSPITAL,330013,NY,0.9053,13.0,14.4
